,02_GEMM_006_12M,02_GEMM_006_18M,02_GEMM_006_24M,02_GEMM_006_36M,02_GEMM_006_48M,02_GEMM_010_12M,02_GEMM_010_18M,02_GEMM_010_24M,02_GEMM_010_30M,02_GEMM_013_12M,02_GEMM_013_18M,02_GEMM_013_24M,02_GEMM_019_12M,02_GEMM_019_18M,02_GEMM_019_24M,02_GEMM_019_30M,02_GEMM_019_36M,02_GEMM_019_48M,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_027_12M,02_GEMM_027_18M,02_GEMM_030_12M,02_GEMM_030_18M,02_GEMM_030_24M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_034_12M,02_GEMM_034_18M,02_GEMM_035_12M,02_GEMM_038_12M,02_GEMM_038_18M,02_GEMM_038_24M,02_GEMM_038_30M,02_GEMM_038_36M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_047_12M,02_GEMM_047_18M,02_GEMM_047_24M,02_GEMM_047_30M,02_GEMM_050_12M,02_GEMM_050_18M,02_GEMM_050_24M,02_GEMM_050_30M,02_GEMM_050_36M,02_GEMM_050_48M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_070_12M,02_GEMM_070_18M,02_GEMM_070_24M,02_GEMM_070_30M,02_GEMM_077_18M,02_GEMM_090_12M,02_GEMM_090_18M,02_GEMM_090_24M,02_GEMM_090_30M,02_GEMM_101_12M,02_GEMM_101_18M,02_GEMM_115_12M,02_GEMM_115_18M,02_GEMM_115_24M,02_GEMM_115_30M,02_GEMM_115_36M,02_GEMM_115_48M,02_GEMM_120_12M,02_GEMM_120_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_174_12M,02_GEMM_174_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24021,0,0,0,0,0,0,0,0,0,0,0,0,261
contig_10945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,0,0,680,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1298,86,0,0,0,0,0,0,0
contig_10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,4820,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,634,0,0,293,0,0,0,0,0,0,108,169,0,0,4709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,2597,0,0,0,0,1521,0,0,0,0,0,0,0,339
contig_10963,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3883,5475,1384,0,0,4797,0,0,0,0,3350,1680,2026,187,0,0,0,0,741,3361,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,2546,0,0,0,0,0,0,0,0,9516,13369,2500,0,13603,4426,0,0,0,0,0,0,1599
contig_10977,0,0,3875,0,0,0,3445,0,0,5324,0,0,3311,112,0,0,0,0,7713,0,0,0,530,0,0,0,0,0,4836,0,1981,0,8523,2353,5129,631,0,0,0,0,0,20598,0,0,0,0,15754,5104,3563,681,0,0,1562,0,0,0,1016,11151,0,0,0,0,0,15205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16488,0,0,0,0,10281,2983,0,99766,1160,601,0,3449,2027,216,14794,0,0,120,0,283,0,13940,9849,16025,0
contig_10996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,60849,0,758,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,381,0,10147,0,0,0,0,425,0,553,0,0,0,0,0,324,18692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,13486,0,0,0,0,0,0,0,6409,0,573,4102,0,0,4234,0,9270,0,0,0,0,1900
contig_11,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,54,46,0,0,0,0,0,0,0,0,23,0,10,6,0,131,0,30,33,0,0,5407,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,611,0,0,0,835,51,24,45,97,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,1035,169,0,0,0,0,0,0,1437
contig_11091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0
contig_11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11757,3109,0,10884,886,0,0,0,0,0,0,0
contig_11132,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,3071,0,0,0,0,0,0,0,0,0,0,529,0,0,888,0,0,0,0,0,0,41001,0,0,0,0,0,1077,669,0,0,0,0,0,0,0,0,0,0,6982,235,311,0,0,0,0,0,0,0,0,2382,0,0,0,0,524,0,0,177,0,0,0,0,0,16026,118,1570,0,0,0,0,0
contig_11180,0,0,11340,0,0,0,0,0,0,8639,0,0,24808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382,0,0,0,0,0,0,0,0,0,0,0,3290,0,0,0,0,0,0,0,0,0,0,4881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23169,0,35548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0
contig_11216,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4587,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3579,0,0,0,0,631,0,0,0,0,0,826,0,0,0,0,0
contig_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,11365,8849,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11328,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,3160,4881,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,9090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,45525,0,0,0,0,1330,0,0,0,0,4018,237,0,0,0,0,0,0,0
contig_11364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
contig_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0
contig_1141,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,0,0,735,0,0,0,0,0,0,0,0,0,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27035,0,0,0,0,0
contig_1145,322,10922,0,0,0,0,0,0,0,137,0,1291,0,2232,0,0,0,0,0,531,397,0,0,0,0,0,0,0,0,0,598,0,0,0,1607,0,0,144,0,18127,0,0,0,0,0,0,1800,0,0,0,0,0,257,0,0,0,0,0,0,1082,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,0,0,0,0,0,0,0,0,0,0,2394,0,269,0,0,1894,0,0,0,11594,1216
contig_1146,0,0,0,0,0,0,0,0,0,0,0,0,201,2100,2516,0,1014,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31380,16806,0,0,0,0,0,22928,13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8582,0,175,0,0,0,0,1767,2235,6242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6730,2336,0,0,0,3202,0,0,0,0,0,0,0,0,0,0,0,0,11288,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,929,10176,0,42289,0,0,0,2089,0,0,0,0,0,0,0,359,0,0,0,0,0
contig_1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,30,0,21,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_11533,0,0,0,0,0,0,0,0,0,0,0,0,0,7282,0,0,0,0,2513,0,2861,0,0,0,0,0,0,0,0,0,39402,0,0,0,4370,4505,0,1109,0,0,0,0,0,0,926,0,0,14129,0,3760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1709,0,0,0,0,0,0,0,24969,0,0,0,0,14855,10016,0,3699,0,2734,0,0,4961
contig_11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0
contig_11538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13945,7980,5936,0,0,2267,0,0,0,0,0,0,976,73,0,0,4247,21683,0,3418,0,0,0,0,0,0,2821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,346,14506,0,0,0,8665,1585,0,0,0,0,0,0,315
contig_11585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0
contig_11587,0,0,0,0,0,0,0,0,0,258,0,0,3357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,4422,10474,3096,0,0,0,0,0,0,0,0,0,0,0,0,0,3060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,0,0,30900,1465,0,1262,819,0,0,0,0,0,0,0,0,0,0,0,869,0
contig_11648,0,0,0,0,0,0,0,0,0,5094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,3065,0,0,0,0,0,0,34075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,2589,0,0,0,0,0
contig_11775,0,0,0,0,0,0,0,0,0,0,1152,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59019,2518,2927,4408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,719,0,0,0,0,0,0,0,0,0,6910,1184,0,36604,3758,0,0,0,0,4160,0,0
contig_11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,4277,0,0,0,0,0,0,0,0,0,0,0,0,1470,472,934,0,0,0,0,0,0,0,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4361,0,0,0,0,0,11323,0,0,662,0,0,0,1523,3911,0,0
contig_11823,0,0,0,0,0,0,0,0,0,0,0,0,802,0,0,0,0,0,1191,1265,5273,0,0,0,0,0,0,0,0,0,0,0,0,0,3241,0,0,688,0,0,0,1245,0,0,0,0,0,0,4321,3605,1688,134,0,0,0,0,0,0,590,0,0,0,0,3544,0,169,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,231,162,523,0,0,0,8722,493,0,0,8956,0,156,2148,0,2999,340,0,209,0,0,0,0,7859
contig_11838,0,0,0,0,0,0,4726,0,0,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2653,0,509,2275,21799,306,0,0,0,28606,0,0,0,0,0,0,18165,1091,519,0,0,0,19697,0,0,0,0,1423,2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33370,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,0,0,3048,0,316,0,0,0,0,0,0,0,0,0,5714,0,0,0
contig_11846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34349,133,0,0,0,0,0,0,11104
contig_11893,0,12818,0,0,0,0,0,0,0,154,0,435,801,530,0,0,0,0,231,103,0,0,0,0,0,0,0,0,0,0,709,0,0,317,1415,0,0,121,0,2400,0,0,0,0,0,0,5429,0,0,0,0,0,0,0,0,0,0,0,0,985,0,0,0,1926,0,1463,0,0,0,0,0,0,0,0,0,912,193,0,37,0,0,0,0,0,0,0,9528,636,2154,1033,200,0,0,0,0,0,0,5182,2253,0,319,0,0,4425,0,36,0,5598,538
contig_11898,0,0,0,0,0,0,0,0,0,0,0,24376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3052,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
contig_11922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0,215,0,0,0,2990,0,0,0,0,0,0,273,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,795,0,0,0,0,0,0,0,0
contig_11924,0,46002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,1970,0,0,0,0,1385,366,0,0,20008,3774,110,244,3804,0,0,0,597,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1916,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,4941,0,390,2602,0,3216,459,0,478,0,0,0,0,601
contig_11943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
contig_11975,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,1040,0,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,953,0,0
contig_11986,0,0,0,0,0,0,0,0,0,888,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,472,0,0,0,0,0,0,0,0,0,631,2856,0,0
contig_12,0,0,0,0,0,0,3991,0,0,0,0,0,0,0,0,0,312,784,0,0,0,0,0,0,0,0,143,135,152,107,0,1236,0,95,83,0,0,18863,0,0,0,0,0,0,1279,150,0,0,0,0,0,0,0,0,178,484,0,0,0,0,0,0,0,0,0,5784,3497,408,158,971,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,107,0,209,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0,885,0,0,0,0,0,0,0,0,0,0,0,195,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,495,0,0,0,0,590
contig_12023,0,0,0,0,0,0,0,0,0,5289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,8346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47884,0,1492,0,0,0,0,0,727,0,0,0,0,0,0,0,0,0,0
contig_12041,0,0,0,0,0,0,8327,0,0,730,0,0,0,0,0,0,0,0,8753,0,0,0,22489,0,0,0,0,0,0,0,0,0,1082,482,5439,3092,0,0,0,0,0,0,0,0,0,0,10441,14172,8603,9661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,61367,0,0,0,0,7150,2223,0,121195,0,0,14766,29101,0,0,0,0,0,0,0,0,0,20848,9383,4706,0
contig_12080,0,0,0,0,0,0,0,0,0,0,10836,0,0,1522,0,0,0,0,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5345,29929,2996,0,36,0,6873,0,0,0,0,0,0,0,0,0,2166,1380,287,0,0,0,0,0,0,0,0,0,0,0,3288,0,711,0,0,0,0,0,0,0,0,0,0,167,0,249,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,0,0,12271,0,0,0,0,0,5676,0,10981,0,0,0,0,0
contig_12100,0,0,0,0,0,0,0,0,0,0,6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0
contig_12146,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,87,27,352,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,18,0,0,248,0,0,0,0,0,190,0,142
contig_12186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,0,0,766,0,0,0,0,0,0,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,18837,0,0,10308,1297,0,0,0,0,0,0,0
contig_12200,0,0,0,0,0,0,0,0,0,0,0,1388,0,3958,0,0,0,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14747,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,0,0,0,0,0,0,0,0,0,0,0,0,993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,470,12315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_12244,0,0,0,0,0,0,0,0,0,0,0,0,0,396,0,0,0,0,4258,0,1382,0,0,0,0,0,0,0,0,0,3573,0,0,0,533,0,0,574,0,0,0,0,0,0,0,72,0,0,2936,0,0,0,0,0,0,0,0,0,798,22537,0,0,0,3213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,131,782,0,0,4125,0,0,0,0,2100,0,0,4503,0,9092,308,0,0,0,0,0,0,4448
