	family	subfamily	genus	species	sample-1_1093_6313	sample-1_10_102032	sample-1_11_101626	sample-1_12_101623	sample-1_13_99291	sample-1_15_98423	sample-1_16_98401	sample-1_17_96846	sample-1_18_96565	sample-1_1971_3823	sample-1_19_96211	sample-1_1_194036	sample-1_2023_3705	sample-1_2087_3578	sample-1_20_95736	sample-1_21_95604	sample-1_22_93708	sample-1_2370_3154	sample-1_23_92914	sample-1_241_22966	sample-1_2468_3000	sample-1_2475_2996	sample-1_2496_2968	sample-1_24_92306	sample-1_2557_2904	sample-1_273_20403	sample-1_2809_2618	sample-1_2895_2535	sample-1_2_180874	sample-1_309_18290	sample-1_30_80291	sample-1_3125_2250	sample-1_3157_2206	sample-1_3406_1938	sample-1_3423_1921	sample-1_347_16656	sample-1_352_16508	sample-1_3596_1751	sample-1_3635_1721	sample-1_3643_1714	sample-1_3684_1680	sample-1_3983_1483	sample-1_3_171347	sample-1_4061_1441	sample-1_41_65330	sample-1_4226_1355	sample-1_4390_1275	sample-1_4409_1266	sample-1_4411_1265	sample-1_4677_1147	sample-1_4798_1110	sample-1_4954_1063	sample-1_4981_1057	sample-1_4_157545	sample-1_516_11797	sample-1_5191_1012	sample-1_5_155540	sample-1_6_155389	sample-1_7_152939	sample-1_9_104613
HvCF_E4_ms_4	Suoliviridae	Loutivirinae	Buchavirus	Buchavirus hiberniae	0.167	0.569	0.305	0.676	0.529	0.062	0.33	0.112	0.602	0.0	0.078	0.099	0.5	0.833	0.333	0.364	0.35	0.167	0.099	0.148	0.5	0.0	0.8	0.015	0.5	0.409	0.333	0.4	0.027	0.28	0.114	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.158	1.0	0.014	0.021	0.015	0.556
HvCF_E5_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.303	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
HvCF_E6_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.044	0.057	0.315	0.071	0.0	0.122	0.248	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
HvCF_E8_ms_1	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.113	0.252	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
HvCF_F2_ms_2	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.07	0.057	0.077	0.062	0.066	0.326	0.082	0.0	0.122	0.255	0.25	0.167	0.067	0.084	0.07	0.0	0.055	0.222	0.0	0.0	0.2	0.03	0.0	0.136	0.0	0.2	0.027	0.08	0.295	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
JQ995537_1_97065	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.095	0.055	0.048	0.067	0.053	0.057	0.315	0.071	0.0	0.122	0.252	0.25	0.167	0.057	0.075	0.06	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.005	0.053	1.0	0.005	0.016	0.005	0.065
KC821624_1_100418	Steigviridae	Asinivirinae	Akihdevirus	Akihdevirus balticus	0.167	0.095	0.062	0.076	0.077	0.204	0.066	0.056	0.071	0.0	0.07	0.063	0.25	0.167	0.067	0.084	0.07	0.333	0.198	0.111	0.5	0.0	0.2	0.008	0.5	0.182	0.333	0.0	0.027	0.08	0.076	0.0	1.0	1.0	0.25	0.35	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.158	1.0	0.005	0.005	0.005	0.065
KJ003983_1_99915	Steigviridae	Asinivirinae	Paundivirus	Paundivirus hollandii	0.167	0.112	0.094	0.057	0.087	0.434	0.066	0.09	0.082	0.143	0.078	0.103	0.25	0.167	0.067	0.084	0.07	0.667	0.374	0.148	0.5	0.0	0.2	0.008	0.5	0.227	1.0	0.2	0.049	0.08	0.095	0.0	1.0	1.0	0.25	0.6	0.1	0.0	0.5	0.333	1.0	0.0	0.048	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.474	1.0	0.005	0.005	0.005	0.065
Long_crAss_ms_1	Suoliviridae	Boorivirinae	Canhaevirus	Canhaevirus hiberniae	0.167	0.319	0.25	0.295	0.279	0.053	0.283	0.079	0.286	0.0	0.061	0.063	0.5	0.833	0.286	0.308	0.3	0.167	0.099	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.0	0.013	0.56	0.076	0.0	1.0	1.0	1.0	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.158	1.0	0.023	0.026	0.025	0.278
Long_crAss_ms_14	Suoliviridae	Bearivirinae	Afonbuvirus	Afonbuvirus coli	0.167	0.371	0.312	0.305	0.298	0.053	0.358	0.079	0.357	0.0	0.087	0.066	0.5	0.5	0.362	0.374	0.38	0.167	0.077	0.111	0.5	0.0	0.6	0.015	0.5	0.818	0.0	0.0	0.022	0.28	0.076	0.0	1.0	1.0	0.5	0.1	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.105	1.0	0.014	0.016	0.015	0.343
Long_crAss_ms_15	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus splanchnicus	0.167	0.353	0.266	0.295	0.298	0.062	0.302	0.079	0.327	0.0	0.078	0.066	0.5	0.5	0.305	0.318	0.32	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.364	0.333	0.2	0.031	0.52	0.076	0.0	1.0	1.0	0.75	0.2	0.1	0.0	1.0	0.667	1.0	0.0	0.018	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.105	1.0	0.018	0.021	0.02	0.306
Long_crAss_ms_16	Intestiviridae	Crudevirinae	Delmidovirus	Delmidovirus copri	0.0	0.086	0.078	0.048	0.087	0.062	0.057	0.315	0.061	0.0	0.113	0.272	0.25	0.167	0.067	0.084	0.06	0.0	0.077	0.222	0.0	0.0	0.2	0.015	0.0	0.182	0.0	0.2	0.031	0.08	0.333	0.0	1.0	0.0	0.25	0.05	0.65	0.167	0.0	0.333	0.5	0.0	0.039	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
Long_crAss_ms_2	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.315	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
Long_crAss_ms_29	Steigviridae	Asinivirinae	Lebriduvirus	Lebriduvirus gastrointestinalis	0.167	0.147	0.078	0.067	0.087	0.558	0.057	0.09	0.082	0.0	0.052	0.066	0.25	0.167	0.057	0.065	0.06	0.667	0.505	0.111	0.5	0.0	0.2	0.008	0.5	0.318	1.0	0.2	0.067	0.12	0.076	0.0	1.0	1.0	0.25	0.7	0.1	0.0	0.5	0.333	1.0	0.0	0.061	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.632	1.0	0.009	0.005	0.01	0.065
Long_crAss_ms_3	Crevaviridae	Doltivirinae	Kahucivirus	Kahucivirus intestinalis	0.167	0.095	0.07	0.048	0.087	0.08	0.047	0.135	0.071	0.0	0.278	0.166	0.25	0.167	0.048	0.065	0.05	0.167	0.066	0.185	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.2	0.036	0.12	0.19	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.044	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
Long_crAss_ms_5	Crevaviridae	Coarsevirinae	Junduvirus	Junduvirus communis	0.167	0.103	0.062	0.057	0.077	0.062	0.066	0.135	0.071	0.0	0.757	0.113	0.25	0.167	0.067	0.084	0.07	0.167	0.044	0.185	0.5	0.0	0.2	0.008	0.5	0.182	0.0	0.2	0.031	0.08	0.143	0.0	1.0	1.0	0.25	0.05	0.1	0.0	0.5	0.333	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.016	0.01	0.065
Long_crAss_ms_9	Intestiviridae	Crudevirinae	Endlipuvirus	Endlipuvirus intestinihominis	0.0	0.103	0.055	0.057	0.087	0.071	0.085	0.303	0.082	0.0	0.13	0.258	0.25	0.167	0.086	0.093	0.08	0.0	0.077	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.031	0.08	0.305	0.0	1.0	0.0	0.25	0.15	1.0	0.167	0.0	0.333	0.5	0.0	0.048	1.0	0.034	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.074
MH552500_1_90023	Intestiviridae	Obtuvirinae	Wotdevirus	Wotdevirus murinus	0.167	0.103	0.07	0.057	0.077	0.08	0.057	0.326	0.071	0.0	0.148	0.255	0.25	0.167	0.057	0.075	0.06	0.167	0.066	0.333	0.5	0.0	0.2	0.008	0.5	0.227	0.0	0.0	0.027	0.08	0.295	0.0	1.0	1.0	0.25	0.1	0.5	0.0	0.5	0.333	1.0	0.0	0.039	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.01	0.01	0.065
MH616963_1_94878	Intestiviridae	Crudevirinae	Whopevirus	Whopevirus animalis	0.167	0.147	0.07	0.076	0.087	0.071	0.075	0.326	0.082	0.0	0.148	0.278	0.25	0.167	0.076	0.084	0.08	0.167	0.099	0.259	0.5	0.0	0.2	0.008	0.5	0.318	0.0	0.2	0.036	0.08	0.333	0.0	1.0	1.0	0.25	0.05	0.65	0.0	0.5	0.333	1.0	0.0	0.048	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.009	0.105	1.0	0.005	0.01	0.005	0.074
MH675552_1_102679	Steigviridae	Asinivirinae	Kehishuvirus	Kehishuvirus primarius	0.167	0.112	0.086	0.076	0.106	0.628	0.066	0.067	0.082	0.143	0.052	0.06	0.25	0.333	0.067	0.093	0.06	0.667	0.473	0.111	0.5	0.0	0.2	0.015	0.5	0.227	1.0	0.0	0.054	0.12	0.067	0.0	1.0	1.0	0.5	0.9	0.1	0.0	0.5	0.333	1.0	0.0	0.07	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.737	1.0	0.009	0.005	0.01	0.083
MN019_S19_74	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus copri	0.167	0.155	0.086	0.105	0.106	0.558	0.066	0.124	0.092	0.0	0.061	0.079	0.25	0.333	0.067	0.084	0.07	0.667	0.495	0.111	0.5	0.0	0.2	0.015	0.5	0.273	1.0	0.2	0.045	0.08	0.095	0.0	1.0	1.0	0.5	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.066	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.684	1.0	0.009	0.01	0.01	0.093
MN037_S1_78	Suoliviridae	Boorivirinae	Culoivirus	Culoivirus americanus	0.0	0.328	0.266	0.276	0.298	0.071	0.302	0.09	0.286	0.0	0.061	0.063	0.5	0.5	0.305	0.318	0.32	0.0	0.11	0.074	0.0	0.0	0.6	0.038	0.0	0.318	0.333	0.2	0.027	0.88	0.076	0.0	1.0	0.0	0.5	0.15	0.1	0.0	0.0	0.667	0.5	0.0	0.018	1.0	0.0	1.0	0.0	0.5	1.0	0.5	0.0	0.5	0.0	0.032	0.053	1.0	0.045	0.026	0.03	0.278
MN037_S1_79	Suoliviridae	Uncouvirinae	Aurodevirus	Aurodevirus hominis	0.167	0.371	0.398	0.362	0.452	0.08	0.755	0.067	0.337	0.0	0.078	0.07	0.5	0.667	0.762	0.766	0.77	0.167	0.099	0.111	0.5	0.0	0.6	0.015	0.5	0.409	0.333	0.4	0.031	0.32	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.026	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.158	1.0	0.009	0.016	0.01	0.352
MN038_S2_110	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
MN045_S8_84	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.292	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
MN099_S58_106	Intestiviridae	Crudevirinae	Carjivirus	Carjivirus communis	0.0	0.103	0.055	0.057	0.067	0.053	0.066	0.303	0.082	0.0	0.122	0.248	0.25	0.167	0.067	0.084	0.07	0.0	0.033	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.286	0.0	1.0	0.0	0.25	0.1	0.65	0.167	0.0	0.333	0.5	0.0	0.031	1.0	0.011	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.009	0.053	1.0	0.009	0.021	0.01	0.083
MN917146_1_93030	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus secundus	0.167	0.086	0.078	0.048	0.077	0.044	0.057	0.697	0.061	0.0	0.13	0.593	0.25	0.167	0.057	0.075	0.06	0.167	0.066	0.963	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.667	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
MT074136_1_99494	Steigviridae	Asinivirinae	Wulfhauvirus	Wulfhauvirus bangladeshii	0.167	0.147	0.07	0.067	0.077	0.664	0.047	0.056	0.082	0.0	0.061	0.046	0.25	0.167	0.048	0.065	0.05	0.833	0.44	0.111	0.5	0.0	0.2	0.008	0.5	0.318	1.0	0.2	0.04	0.12	0.048	0.0	1.0	1.0	0.25	0.85	0.1	0.0	0.5	0.333	1.0	0.0	0.044	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.737	1.0	0.005	0.005	0.005	0.065
MT774375_1_98826	Suoliviridae	Boorivirinae	Cohcovirus	Cohcovirus hiberniae	0.167	0.379	0.312	0.333	0.365	0.097	0.321	0.101	0.347	0.0	0.087	0.073	0.5	0.667	0.324	0.346	0.34	0.167	0.143	0.111	0.5	0.0	0.6	0.023	0.5	0.455	0.333	0.2	0.045	0.56	0.086	0.0	1.0	1.0	1.0	0.15	0.1	0.0	1.0	0.667	1.0	0.0	0.039	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.019	0.158	1.0	0.018	0.021	0.02	0.333
MT774376_1_98340	Suoliviridae	Boorivirinae	Culoivirus	Culoivirus intestinalis	0.167	0.362	0.266	0.276	0.298	0.071	0.321	0.079	0.306	0.0	0.078	0.066	0.5	0.667	0.324	0.336	0.34	0.167	0.099	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.2	0.031	0.84	0.076	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.022	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.032	0.105	1.0	0.027	0.021	0.03	0.306
MT774377_1_93787	Intestiviridae	Churivirinae	Jahgtovirus	Jahgtovirus intestinihominis	0.167	0.086	0.078	0.048	0.087	0.044	0.066	0.663	0.061	0.0	0.13	0.583	0.25	0.167	0.067	0.075	0.07	0.167	0.088	0.963	0.5	0.0	0.2	0.023	0.5	0.182	0.0	0.0	0.018	0.08	0.657	0.0	1.0	1.0	0.25	0.05	0.35	0.0	0.5	0.333	1.0	0.0	0.026	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.056
MT774378_1_101662	Steigviridae	Asinivirinae	Mahstovirus	Mahstovirus faecalis	0.167	0.103	0.078	0.057	0.087	0.602	0.057	0.09	0.071	0.0	0.061	0.073	0.25	0.167	0.057	0.065	0.06	0.667	0.473	0.111	0.5	0.0	0.2	0.008	0.5	0.227	1.0	0.2	0.045	0.12	0.086	0.0	1.0	1.0	0.25	0.7	0.1	0.0	0.5	0.333	1.0	0.0	0.075	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.526	1.0	0.018	0.005	0.02	0.056
MT774379_1_92600	Suoliviridae	Uncouvirinae	Besingivirus	Besingivirus coli	0.167	0.276	0.273	0.238	0.269	0.071	0.311	0.09	0.276	0.0	0.07	0.083	0.5	0.5	0.305	0.336	0.32	0.167	0.099	0.148	0.5	0.0	0.6	0.015	0.5	0.409	0.333	0.2	0.036	0.32	0.105	0.0	1.0	1.0	0.5	0.15	0.1	0.0	0.5	1.0	1.0	0.0	0.035	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.105	1.0	0.009	0.01	0.01	0.25
MT774380_1_99882	Suoliviridae	Boorivirinae	Culoivirus	Culoivirus americanus	0.167	0.353	0.297	0.314	0.317	0.08	0.311	0.079	0.296	0.0	0.078	0.066	0.5	0.833	0.314	0.336	0.33	0.167	0.132	0.111	0.5	0.0	0.8	0.015	0.5	0.409	0.333	0.2	0.04	0.8	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.031	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.032	0.158	1.0	0.027	0.021	0.03	0.296
MT774381_1_91101	Intestiviridae	Crudevirinae	Diorhovirus	Diorhovirus intestinalis	0.0	0.103	0.055	0.048	0.087	0.053	0.085	0.337	0.082	0.0	0.13	0.275	0.25	0.167	0.086	0.093	0.08	0.0	0.077	0.259	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.324	0.0	1.0	0.0	0.25	0.1	0.7	0.167	0.0	0.333	0.5	0.0	0.039	1.0	0.023	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.074
MT774382_1_99985	Suoliviridae	Boorivirinae	Canhaevirus	Canhaevirus hiberniae	0.167	0.328	0.266	0.286	0.279	0.071	0.292	0.079	0.296	0.0	0.061	0.07	0.5	0.667	0.295	0.299	0.31	0.167	0.121	0.111	0.5	0.0	0.8	0.015	0.5	0.364	0.333	0.2	0.022	0.52	0.076	0.0	1.0	1.0	0.75	0.15	0.1	0.0	0.5	0.667	1.0	0.0	0.013	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.105	1.0	0.023	0.021	0.02	0.269
MT774383_1_93559	Intestiviridae	Crudevirinae	Delmidovirus	Delmidovirus splanchnicus	0.0	0.086	0.055	0.048	0.096	0.044	0.066	0.315	0.061	0.0	0.122	0.262	0.25	0.167	0.076	0.093	0.07	0.0	0.044	0.222	0.0	0.0	0.2	0.015	0.0	0.136	0.0	0.2	0.027	0.08	0.314	0.0	1.0	0.0	0.25	0.05	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
MT774384_1_92668	Intestiviridae	Obtuvirinae	Fohxhuevirus	Fohxhuevirus gastrointestinalis	0.167	0.103	0.07	0.057	0.077	0.053	0.057	0.315	0.071	0.0	0.13	0.401	0.25	0.167	0.057	0.075	0.06	0.167	0.044	0.333	0.5	0.0	0.2	0.015	0.5	0.182	0.0	0.0	0.022	0.08	0.314	0.0	1.0	1.0	0.25	0.1	0.45	0.0	0.5	0.333	1.0	0.0	0.031	1.0	0.011	1.0	1.0	0.5	1.0	1.0	0.0	0.5	1.0	0.005	0.105	1.0	0.005	0.005	0.005	0.065
MT774385_1_101437	Steigviridae	Asinivirinae	Pipoluvirus	Pipoluvirus rarus	0.167	0.164	0.086	0.086	0.106	0.327	0.066	0.09	0.102	0.0	0.061	0.056	0.25	0.167	0.067	0.084	0.07	0.5	0.374	0.111	0.5	0.0	0.2	0.015	0.5	0.318	0.667	0.2	0.062	0.12	0.057	0.0	1.0	1.0	0.25	0.5	0.1	0.0	0.5	0.333	1.0	0.0	0.066	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.316	1.0	0.009	0.01	0.01	0.083
MT774386_1_89781	Intestiviridae	Crudevirinae	Delmidovirus	Delmidovirus intestinihominis	0.0	0.086	0.07	0.048	0.077	0.053	0.057	0.337	0.061	0.0	0.122	0.268	0.25	0.167	0.057	0.075	0.06	0.0	0.066	0.222	0.0	0.0	0.2	0.023	0.0	0.136	0.0	0.2	0.027	0.08	0.324	0.0	1.0	0.0	0.25	0.05	0.65	0.167	0.0	0.333	0.5	0.0	0.035	1.0	0.0	1.0	0.0	0.5	1.0	1.0	0.0	0.5	0.0	0.0	0.053	1.0	0.0	0.01	0.0	0.056
MT774387_1_102434	Steigviridae	Asinivirinae	Lahndsivirus	Lahndsivirus rarus	0.167	0.112	0.07	0.095	0.106	0.496	0.066	0.09	0.082	0.0	0.052	0.073	0.25	0.333	0.067	0.084	0.07	0.833	0.527	0.148	0.5	0.0	0.2	0.008	0.5	0.227	1.0	0.2	0.054	0.12	0.086	0.0	1.0	1.0	0.5	0.7	0.1	0.0	0.5	0.333	1.0	0.0	0.092	1.0	0.023	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.526	1.0	0.014	0.01	0.015	0.083
MT774388_1_102301	Steigviridae	Asinivirinae	Kehishuvirus	Kehishuvirus splanchnicus	0.167	0.103	0.109	0.086	0.115	0.575	0.057	0.124	0.071	0.0	0.061	0.073	0.25	0.333	0.057	0.075	0.06	0.667	0.505	0.111	0.5	0.0	0.2	0.015	0.5	0.227	1.0	0.2	0.058	0.12	0.086	0.0	1.0	1.0	0.5	0.7	0.1	0.0	0.5	0.333	1.0	0.0	0.083	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.023	0.579	1.0	0.018	0.005	0.02	0.065
MT774389_1_101082	Steigviridae	Asinivirinae	Pamirivirus	Pamirivirus faecium	0.167	0.121	0.07	0.076	0.058	0.398	0.047	0.09	0.061	0.0	0.061	0.06	0.25	0.167	0.048	0.065	0.05	0.667	0.407	0.148	0.5	0.0	0.2	0.015	0.5	0.318	1.0	0.0	0.049	0.08	0.067	0.0	1.0	1.0	0.25	0.6	0.1	0.0	0.5	0.333	1.0	0.0	0.061	1.0	0.0	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.014	0.421	1.0	0.014	0.01	0.01	0.056
MT774390_1_98164	Steigviridae	Asinivirinae	Kahnovirus	Kahnovirus oralis	0.167	0.155	0.086	0.076	0.106	0.549	0.066	0.112	0.092	0.0	0.052	0.073	0.25	0.167	0.067	0.075	0.07	0.667	0.505	0.111	0.5	0.0	0.2	0.015	0.5	0.318	1.0	0.2	0.045	0.12	0.086	0.0	1.0	1.0	0.25	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.048	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.009	0.632	1.0	0.009	0.01	0.01	0.083
MT774391_1_99212	Steigviridae	Asinivirinae	Kolpuevirus	Kolpuevirus hominis	0.167	0.121	0.055	0.057	0.087	0.903	0.066	0.045	0.092	0.0	0.061	0.046	0.25	0.167	0.067	0.084	0.06	0.667	0.418	0.111	0.5	0.0	0.2	0.008	0.5	0.227	1.0	0.2	0.049	0.12	0.048	0.0	1.0	1.0	0.25	0.9	0.1	0.0	0.5	0.333	1.0	0.0	0.07	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.842	1.0	0.005	0.005	0.005	0.074
MT774392_1_95150	Steigviridae	Asinivirinae	Mahlunavirus	Mahlunavirus rarus	0.167	0.103	0.078	0.086	0.106	0.504	0.057	0.067	0.071	0.0	0.052	0.066	0.25	0.333	0.057	0.075	0.06	0.833	0.44	0.111	0.5	0.0	0.2	0.008	0.5	0.227	1.0	0.2	0.049	0.08	0.067	0.0	1.0	1.0	0.5	0.65	0.1	0.0	0.5	0.333	1.0	0.0	0.079	1.0	0.011	1.0	1.0	0.5	1.0	0.5	0.0	0.5	1.0	0.005	0.579	1.0	0.005	0.005	0.005	0.065
