,02_GEMM_020_12M,02_GEMM_020_18M,02_GEMM_020_24M,02_GEMM_020_30M,02_GEMM_021_12M,02_GEMM_021_18M,02_GEMM_021_24M,02_GEMM_021_30M,02_GEMM_021_48M,02_GEMM_021_60M,02_GEMM_024_12M,02_GEMM_024_18M,02_GEMM_031_12M,02_GEMM_031_18M,02_GEMM_031_24M,02_GEMM_041_12M,02_GEMM_045_12M,02_GEMM_045_18M,02_GEMM_045_24M,02_GEMM_045_30M,02_GEMM_045_36M,02_GEMM_058_12M,02_GEMM_058_18M,02_GEMM_134_12M,02_GEMM_134_18M,02_GEMM_134_30M,02_GEMM_134_36M,02_GEMM_134_48M,02_GEMM_141_12M,02_GEMM_141_18M,02_GEMM_151_12M,02_GEMM_151_18M,02_GEMM_158_12M,02_GEMM_158_18M,02_GEMM_177_12M,02_GEMM_177_18M,02_GEMM_177_24M,02_GEMM_177_30M,02_GEMM_177_36M,02_GEMM_177_48M,02_GEMM_179_18M,02_GEMM_179_24M,02_GEMM_179_30M,02_GEMM_194_12M,02_GEMM_194_18M,02_GEMM_228_12M,02_GEMM_228_30M
contig_22521,0,0,0,0,0,0,0,0,0,0,0,0,0,90,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22543,0,436,0,0,0,0,0,0,0,0,0,0,3043,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0
contig_22546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0
contig_22564,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540
contig_22572,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,14502,0,0,0,0,0,124,0,0,0
contig_22573,45220,0,0,0,0,0,0,0,0,0,0,0,5617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22575,432,928,771,0,0,0,0,0,0,0,0,0,334,0,168,0,1792,3716,2635,0,0,0,2132,0,0,0,0,662,0,0,0,9649,7522,0,0,2215,1578,1832,10043,1248,0,433,0,0,0,0,0
contig_22581,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,1422,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,336,0,0,0,0,0
contig_22584,3009,764,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,254,0,0,0,171,0,0,0,0,0,0,15891,0,0,0,0,3975,0,745,0,0,0,0,0,0,166,0,0,100
contig_22609,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1814,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0
contig_22625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,3765,1753,0,0,0,0,0,0,2187,0,0,0,0,848,336,3243,0
contig_22626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,830,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,17794,0,0,0,0,0
contig_22628,241,3797,0,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,6777,1410,0,0,0,105,0,0,0,0,0,0,670,0,2582,1654,0,316,3880,378,0,0,0,0,9489,0,0,0,0,0
contig_22634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
contig_22638,2052,0,0,0,0,0,0,0,0,0,0,0,0,0,6884,0,0,2480,224,835,487,0,0,0,0,6658,2230,13134,0,0,0,0,0,0,1329,429,2955,0,4512,4025,0,1824,0,0,0,0,1421
contig_22642,0,0,410,0,0,0,0,0,0,0,0,0,0,0,1369,0,0,0,3903,5694,2920,0,0,0,1851,0,573,460,0,0,0,0,0,0,0,0,0,0,3071,2971,0,735,0,0,0,0,4611
contig_22648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22665,380,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,410,240,0,38,0,5236,16161,0,0,0,0,0,0,0,40494,0,0,0,152,0,0,1525,41,0,0,0,0,0,0,0
contig_22689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5808,0,0,0,0,0,0,0,0,0,0,0,0,3895,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,0,0,0,0,0
contig_22695,223,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5491,0,0,0,0,794,0,0,0,0,0,0,0,0,0,0
contig_22698,245,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0
contig_22700,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,2702,0,411,0,236,0,1198,0,0,0,0,0,0,23635,0,880,0,0,0,11025,0,5130,0,0,0,299,0,13722,0,0,0,0,0
contig_22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22710,0,0,0,0,0,0,0,0,0,0,0,0,0,396,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,466,0,73,0,0,781,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,84,0,342,0,0,0,0,0
contig_22740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,83,654,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471,0,0,0,0,0,0,0
contig_22757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,144,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,1072,0,1159,0,0,0,0,0
contig_22770,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,166,0,0,0,46,0,17302,0,0,0,0,14858
contig_22771,1888,0,0,0,0,0,0,0,0,0,0,0,3258,0,0,0,0,0,2330,1328,0,0,0,0,0,0,0,1457,0,0,0,0,710,0,0,0,0,0,0,5266,0,11234,0,0,0,0,0
contig_22776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,1271,0,0,0,0,0,0,0,0,0,0,0,0,5038,56,0,0,0,0,0,782,301,0,0,0,0,0,0,0
contig_22779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6212,0,0,0,0,0,0,0,0,0,0,0,2169,0,538,0,0,0,0,0
contig_22786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,569,0,0,0,0,0,0,0
contig_22796,9689,0,709,0,0,0,0,0,0,0,0,0,708,0,0,0,1857,1165,0,0,0,0,0,0,0,0,0,0,0,0,9577,0,1334,0,0,0,9084,0,23372,0,0,0,0,0,0,0,0
contig_22813,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,798,0,0,0,0,0,0,0,0,0,11690,0,0,0,0,0,0,0,13811,0,0,0,3163,0,2771,0,0,0,0,0
contig_22814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
contig_22818,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0
contig_22834,429,218,0,0,0,0,0,0,0,0,0,0,0,0,1238,0,0,459,44,72,214,0,0,0,0,0,0,565,0,0,0,0,0,0,157,147,973,0,183,1077,0,0,0,0,0,0,131
contig_22856,5471,0,0,0,0,0,0,0,0,0,0,0,0,0,98,11873,6730,0,1577,0,0,0,21834,0,0,0,0,0,0,0,0,246159,1773,0,0,0,0,0,33675,141,0,0,0,29735,28421,21562,0
contig_22864,0,978,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,563,104,145,0,0,0,0,0,0,57,0,0,0,0,0,0,0,22474,0,3336,0,7720,111,0,0,0,0,0,0,9699
contig_22873,1331,14873,2706,0,2210,0,0,0,0,0,6845,0,0,0,355,5065,2239,2362,492,2834,16742,0,3005,0,0,0,18366,8277,11454,6904,14257,0,2421,6215,2483,15734,7105,0,12045,805,0,3307,0,7939,0,51017,4243
contig_22876,0,12781,0,0,7247,0,0,0,0,0,0,0,2025,0,0,0,0,7288,11284,483,3053,0,0,0,0,222,0,1283,0,0,0,0,0,0,1533,4100,0,0,0,1552,0,0,0,0,56040,0,0
contig_22903,4662,5346,101,0,599,0,0,0,0,0,2001,0,3234,0,0,73299,8011,1003,502,0,0,0,671,13781,215,0,0,0,645,666,0,7631,773,974,3446,637,4037,0,0,225,1296,2039,0,2542,1991,17010,0
contig_22925,75,0,116,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,1764,0,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22926,657,0,0,0,0,0,0,0,0,0,0,0,1005,0,949,0,1447,1841,767,6021,0,0,0,0,0,0,0,12425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_22934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
contig_22945,2023,0,193,0,55,0,0,0,0,0,0,0,0,0,129,0,0,0,160,205,0,0,0,0,0,0,0,1141,0,0,0,0,0,0,0,0,0,0,0,360,0,91,0,0,0,0,0
contig_22991,200,0,0,0,0,0,0,0,0,0,0,0,0,0,123,3371,0,0,0,0,0,0,0,0,0,0,0,0,1660,2354,0,0,0,0,0,1138,1867,0,0,0,0,0,0,0,0,0,0
contig_22993,7089,2170,2812,0,0,0,0,0,0,0,0,0,0,0,1594,0,458,1673,1351,806,110,0,9353,14908,0,348,0,1035,0,0,0,8513,0,0,0,0,5988,1013,4786,218,0,459,0,0,0,0,5148
contig_22999,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,0,0,0,9453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,0,514,0,0,0,0,0
contig_23000,2991,42735,0,0,0,0,0,0,0,0,7245,0,564,0,234,2618,5738,7792,794,476,592,0,1916,7456,897,1793,0,1854,0,2387,0,50462,0,6773,4565,3894,14784,3611,46263,1428,0,304,0,17298,15570,158534,6841
contig_23017,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,1398,1629,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3194,0,0,0,0,0,0,0,0,0,7320,2883,0,0
contig_23028,121,0,39,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823
contig_23038,0,0,399,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,238,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,246,206,0,0,0,999,0,0,0
contig_23072,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0
contig_23101,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1231,1429,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1156,0,13879,0,0,0,0,0
contig_23128,3671,5650,2606,0,0,0,0,0,0,0,0,0,1855,114,1705,0,1451,3233,787,1566,1371,0,889,0,0,4482,1200,25869,0,1368,0,21144,6925,13779,4123,5388,0,669,17795,1824,75,14555,0,0,0,30069,1404
contig_23134,1469,7948,463,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,383,893,6251,0,0,0,0,1001,2764,13107,0,1535,0,0,2311,2263,0,3634,6423,1300,18368,8085,0,6508,0,4087,0,17839,2621
contig_23141,11503,0,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,3141,7110,1390,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,761,0,0,0,6896,6245,0,1698
contig_23144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,3806,0,0,0,0,0,0,4193,0,0,0,0,0,0,0,0
contig_23170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0
contig_23185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83824,136391,1208,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22031,50660,0,0
contig_23186,16191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0
contig_23209,257,0,0,0,0,0,0,0,0,0,0,0,0,0,851,289,1325,9068,1577,0,54,47,0,412,91,403,0,551,0,0,0,0,2455,0,0,262,0,0,15475,603,0,1804,0,0,0,0,463
contig_23229,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1832,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23231,393,0,0,0,0,0,0,0,0,0,0,0,2688,0,176,0,4696,6089,966,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,261,499,0,0,0,0,1482,0,0,0,0,0
contig_23240,0,0,0,0,0,0,0,0,24,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,0,0,1527,0,0,0,0,0,0,0,0,0,9997,0,0,0,0,1157,0,0,0,0,0,0,1779,0,0,0,0,0,0,6165
contig_23259,0,0,2184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76812,0,0,0,0,0,0,12108,3613,0,0,0,0,0,0,343
contig_23262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,1381,839,1738,0,1349,0,0,0,0,0,0,1323,0,0,299,0,0,0,0,0,0,0
contig_23278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,160,0,0,682,0,0,0,176,140,0,0,0,0,104,4828,3293,0,0,0,0,0,0,0
contig_23281,1674,6039,6179,0,0,0,206,0,0,0,1398,0,1139,124,4158,0,225,6320,2425,5665,7163,0,3704,5904,0,6918,7247,29151,0,6974,0,8547,2780,1387,0,16152,5925,9124,31983,4613,0,3467,0,222,0,0,8146
contig_23307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769,0,0,0,0,0,0,1168,13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141,0,0,0
contig_23318,1345,1240,0,0,0,0,0,0,0,0,0,0,773,0,0,0,4825,1695,458,0,0,0,170,0,0,319,0,0,0,148,0,914,665,0,1862,226,283,0,2501,743,0,0,0,1399,2127,722,752
contig_23327,0,0,0,0,0,0,0,0,0,0,547,0,5560,0,601,0,3774,4886,1070,0,0,0,1096,0,0,0,0,582,0,0,13922,1850,2777,0,0,0,0,0,7649,1211,0,0,0,11390,10956,0,0
contig_23337,0,2681,0,0,2092,0,0,0,0,0,0,0,13039,0,0,2978,2574,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,1839,0,0,0,0,0,0,0,0,2971,10544,0,0
contig_23342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,552,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2973
contig_23348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,388,1693,19,212,364,0,0,0,0,0,0,0
contig_23356,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4111,0,0,0
contig_23359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14380,0,0,0,0,0,0,0
contig_23362,0,0,0,0,0,0,0,0,0,0,0,0,0,60,535,0,695,183,403,54,74,0,0,0,0,0,0,432,0,0,0,0,365,0,0,0,0,0,611,299,0,0,0,0,0,0,0
contig_23369,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,532,136,1262,63,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,416,267,0,163
contig_23389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8001,0,0,0,0,0,0,0,17520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23395,0,0,0,0,0,0,0,0,0,0,0,0,2356,0,0,0,0,0,8019,0,0,0,0,0,62,983,0,2601,0,136,0,0,0,0,0,0,0,0,0,216,0,0,0,10187,27923,0,11770
contig_23398,3416,877,272,0,2064,0,0,0,0,0,1211,0,367,0,0,0,1644,5729,1626,0,0,0,9773,0,0,0,0,0,1708,409,4778,217887,2651,1156,4326,0,3369,0,3104,0,0,0,0,49418,16111,78021,0
contig_23399,10103,8593,2182,0,1145,0,0,0,0,0,5230,0,14362,0,976,3780,3186,1965,734,1354,1993,0,715,0,2038,1946,8946,3470,10410,3501,1991,16120,3122,2651,4404,1870,2308,602,14871,3329,0,529,0,24841,5797,12566,3001
contig_23403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,112,0,0,0,0,0,0,0
contig_2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11946,741,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0
contig_23423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,270,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0,0,0
contig_23435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5424,532,0,0
contig_23454,0,0,0,0,0,0,0,0,0,0,0,0,117,0,1074,0,0,0,0,0,164,0,3788,0,0,0,0,0,0,3564,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1081
contig_23465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0
contig_23475,3252,4793,842,0,0,1829,0,0,0,0,820,0,0,0,2584,0,0,3050,1684,1328,3376,0,0,0,2189,1438,5044,4905,0,1597,0,0,2075,0,2887,591,1574,0,40462,7145,0,2123,0,0,0,0,3237
contig_23497,884,0,101,0,0,0,0,0,0,0,0,0,0,0,676,0,0,1368,816,0,0,0,163,411,0,0,0,1689,0,0,0,889,2665,0,0,0,828,426,601,273,0,0,0,0,0,0,0
contig_23499,2586,46115,0,0,0,0,0,0,0,0,9914,0,0,194,0,4189,4217,5840,575,258,0,0,1788,4055,0,2038,0,1725,0,2493,0,63749,0,8990,7355,3798,12833,0,44262,1262,0,264,0,21850,21045,184351,5586
contig_23502,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6249,1149,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2725,0,0,411,38272,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
contig_23511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088
contig_23513,3337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35665,975,0,0,0,0,0,0,6843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,1180,0,0
contig_23524,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,880,670,0,0,0,0,0,1308,4523,0,0,0,0,677,0,0,0,1926,0,6956,1142,0,1524,0,0,0,0,1582
contig_23531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,239,0,0,526,0,0,0,0,0,0,0,0
contig_23539,0,8281,3096,0,170,0,0,0,0,0,0,0,9711,3041,2517,20026,0,0,0,0,0,0,0,0,0,0,8065,54334,0,0,0,0,0,0,1275,1369,0,0,0,0,0,0,0,1026,0,0,0
contig_23548,0,0,4345,0,0,0,0,0,0,0,0,0,0,0,3114,0,673,0,273,0,1379,0,0,0,0,5000,0,30099,0,1696,0,0,0,26439,0,5319,0,0,0,312,95,22589,0,0,0,0,0
contig_23556,0,10227,0,0,0,0,0,0,0,0,0,0,1177,0,0,0,66023,35151,978,0,0,0,0,0,0,0,0,0,0,0,0,2137,1752,0,228,0,0,0,0,0,0,0,0,0,1015,0,0
contig_23562,680,0,0,0,0,0,0,0,0,0,0,0,0,0,169,10512,0,0,0,0,0,0,0,0,0,0,0,8412,4371,4397,0,0,0,0,0,838,2465,0,1274,0,0,0,0,0,0,28766,638
contig_23569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,1163,932,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,5815,0,0,0
contig_23583,13074,88822,1103,0,0,0,0,0,0,0,17119,0,724,0,334,6824,7719,19539,1197,0,0,0,5436,18065,0,0,0,1845,10067,5970,31741,763722,7513,0,21420,3722,29037,4359,49555,1507,0,1504,0,68485,47479,553355,6363
contig_23586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,629,0,226,0,0,0,0,333
contig_2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8510,24427,128520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23591,0,0,351,0,0,0,0,0,0,0,0,0,0,0,3550,0,0,0,4630,1519,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,1883,0,0,0,0,0
contig_23605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,5097,0,0,0,0,0,0,0,16611,0,0,0,0,0,0,0,0,0,0
contig_23609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0
contig_2361,0,0,0,0,0,0,0,0,0,0,0,0,0,2307,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_23620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13030,0,0,0,0,392,2036,0,0,0,2058,406,3457,7813,0,0,0,1607,199,0,0,1183,0,0,3924,8611,0,0,0,0,0,0,1539
contig_23636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,74
contig_23653,487,698,0,0,0,0,0,0,0,0,0,0,0,0,332,0,0,351,273,0,0,0,0,0,0,0,0,354,0,0,0,32,0,89,0,69,446,181,0,0,0,0,0,0,0,0,1759
contig_23677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0
contig_23702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,923,0,0,0,0,0,0,1897,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,0,0,0
contig_23723,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,571,671,0,0,0,0,0,0,4713,3749,0,0,0,0,2844,0,0,0,0,0,0,6979,0,7497,0,0,0,0,2208
contig_23727,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,1092,760,0,0,0,0,933,0,0,0,0,0,0,2991,0,1669,0,0,0,0,601
contig_23729,2858,6334,2376,0,0,1413,0,0,0,0,0,0,8177,203,788,0,703,3053,1576,2500,2902,0,2124,7062,0,4418,7701,31000,0,5775,0,0,6434,4170,0,8351,10571,0,50437,6120,0,3459,0,0,0,5015,8566
contig_23740,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,1143,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,106,0,37,0,0,0,0,0
contig_23759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,132,0,0,0
